ISO_639_3_Code,Language Name,Wikidata Entity,Leaftop Bible version Id,bible.com/versions,Likely name of bible
acu,Shiwiar,Q2823170,74,1295,achuar yuse chichame aarmauri porciones del antiguo testamento y el nuevo testamento
acu,Shiwiar,Q2823170,75,4,yuse chichame aarmauri yaanchuik chicham yamaram chicham
sna,Shona,Q34004,2098,1931,baiberi magwaro matene amari 1949 doke
sna,Shona,Q34004,2099,32,bhaibheri dzvene muchishona chanhasi
sna,Shona,Q34004,2100,2262,bhaibhiri idzva rechishona
sna,Shona,Q34004,2101,2245,bhaibhiri idzva rechishona rine dhuterokanonika
sna,Shona,Q34004,2102,2248,bhaibhiri idzva rechishona rine dhuterokanonika
sna,Shona,Q34004,2103,1960,shona bible 1949 revised 2002
jiv,Shuar,Q617291,1725,597,yus papi shuarjai yus yamaram chicham najanamu
snp,Siane,Q7506812,1726,1195,goti ukuwala hala
snp,Siane,Q7506812,1727,1194,gotiki olu kutifi ledami ka kofawa
nsu,Sierra Negra Nahuatl,Q63284326,1302,1725,el nuevo testamento
otm,Sierra Otomi,Q13581718,502,833,ra dayonhogui nangue ma hmuh ra jesucristo
poi,Sierra Popoluca,Q7511556,1519,227,jem jomipc trato jem iwatnewp tanomi jesucristo
tos,Sierra Totonac,Q56451,1903,276,hua xasasti talaccaxlan quintlatican jesucristo
zaa,Sierra de Juárez Zapotec,Q12953989,1730,852,ca titsa de lalabani para iyate ca enne
mks,Silacayoapan Mixtec,Q7514027,1238,254,tuhun saa na najandacoo jesucristo nu yo el nuevo testamento en el mixteco de silacayoapan
wul,Silimo,Q11732514,1734,2907,allah iak wene get age wusogo wogenebegei wene
smt,Simte,Q7521268,1735,1876,thuhun thah bsi
snc,Sinaugoro,Q4170719,1736,1346,ginitago variguna
snd,Sindhi,Q33997,2231,722,common language new testament
sin,Sinhala,Q13267,2288,1828,sinhala new revised version
sin,Sinhala,Q13267,2289,1794,sinhala revised old version
xsi,Sio,Q3485100,1737,974,maro kindeni kawa gua
snn,Siona,Q3485116,1738,271,riusu cocabera mai ejague jesucristo baiyete toyani jocaseee
sri,Siriano,Q3485264,1739,1075,marpya kerere wereri turi
srq,Sirionó,Q3027953,1740,705,mbia che
ssd,Siroi,Q10771067,1741,1280,kuate tuku pasa
akp,Siwu,Q36470,1743,1738,aa inyi t siwu nt ghana
csy,Sizang,Q7533375,365,326,syin chin bible
slk,Slovak,Q9058,1744,644,biblia evanjelicky preklad
slk,Slovak,Q9058,1745,465,slovensky ekumenicky preklad
slk,Slovak,Q9058,1746,464,slovensky ekumenicky preklad s dt knihami
slk,Slovak,Q9058,1747,163,svate pismo katolicky preklad
slv,Slovene,Q9063,1748,2318,chraskov prevod
slv,Slovene,Q9063,1749,2415,dalmatinova biblija 1584
slv,Slovene,Q9063,1750,2051,ekumenska izdaja
slv,Slovene,Q9063,1751,376,jubilejni prevod nove zaveze
slv,Slovene,Q9063,1752,1733,prekmurska nzand psalmi 1928
slv,Slovene,Q9063,1753,2319,slovenski standardni prevod
slv,Slovene,Q9063,1754,1636,ziva nova zaveza
cso,Sochiapam Chinantec,Q7550388,1757,750,new testament in chinantec sochiapam
xog,Soga,Q33784,1758,1256,baibuli ekibono kya katonda
sby,Soli,Q7557754,1759,2447,soli new testament
som,Somali,Q13275,1763,87,kitaabka quduuska ah
sop,Songe,Q3130911,1087,1494,kilombeno kihya kia nfumwetu yesu kidisitu
ckb,Sorani,Q36811,2238,503,kord srn stndhrd
ckb,Sorani,Q36811,2239,1852,mn no o zboorn b srn
azb,South Azerbaijani,Q3449805,2209,1161,tb mokds tb
quh,South Bolivian Quechua,Q1307730,1964,2354,diospa qhelqachisq
quh,South Bolivian Quechua,Q1307730,1965,2353,diospa qhelqachisqan deuterocanonical
quh,South Bolivian Quechua,Q1307730,1966,649,dios parlapawanchej
quh,South Bolivian Quechua,Q1307730,1967,2249,qheshwa biblia dc
giz,South Giziga,Q3502232,1767,550,bible en langue guiziga
omw,South Tairora,Q20210553,1769,1188,qaraakya qua timwatora
tvk,Southeast Ambrym,Q252411,1771,1254,vanuvei eo
dks,Southeastern Dinka,Q36538,480,1800,lek jot de jecu kritho 1940
npl,Southeastern Puebla Nahuatl,Q4632950,1772,424,itlajtol totajtsi dios
stp,Southeastern Tepehuán,Q12953917,1773,708,gu nioki n gu dios na bhaan tu aga guch xoikam
bcc_rom,Southern Balochi,Q12634001,218,1500,hodaay paken ketab balochi zobana
bcc,Southern Balochi,Q12634001,2228,1498,hd n tb bl zbn
biv,Southern Birifor,Q32859745,1774,2148,a naamn ntr oaalaa gan brfr
caf,Southern Carrier,Q12953426,2310,537,yakusda bughunek kandit khunek neba lhaidinla
qxo,Southern Conchucos Ancash Quechua,Q12953840,1557,290,biblia en quechua del sur de conchucos
crj,Southern East Cree,Q12953464,2131,1946,chishemanituu utayimuwin kaa uskaach testament
crj,Southern East Cree,Q12953464,2132,1947,
ksc,Southern Kalinga,Q18753301,1775,1328,na ukud apudyus
kss,Southern Kissi,Q11028974,944,2241,yau mlkaa
nbl,Southern Ndebele,Q36785,2108,450,isindebele 2012 translation
nnw,Southern Nuni,Q11152248,1777,1808,y sywa sag
qup,Southern Pastaza Quechua,Q25559692,1778,645,yaya diospa mushu killkachishkan shimi
mit,Southern Puebla Mixtec,Q7570345,1779,796,ley saa ni nacoo jesucristu
zsr,Southern Rincon Zapotec,Q12954000,1780,736,didza cub rucan tsahui
wib,Southern Toussian,Q11158982,1781,1311,wib nouveau testament en toussian
nwi,Southwest Tanna,Q3504488,1783,485,nekwekwe imerhake kape kughen nrpenien vi
dik,Southwestern Dinka,Q36540,482,242,lek yam
spa,Spanish,Q1321,524,52,biblia dios habla hoy
spa,Spanish,Q1321,525,411,biblia dios habla hoy
spa,Spanish,Q1321,526,1718,biblia reina valera 1909
spa,Spanish,Q1321,527,149,biblia reina valera 1960
spa,Spanish,Q1321,528,150,biblia reina valera 1995
spa,Spanish,Q1321,529,1076,biblia del jubileo
spa,Spanish,Q1321,530,1715,biblia del oso 1573
spa,Spanish,Q1321,531,1845,dios habla hoy dk
spa,Spanish,Q1321,532,1846,dios habla hoy estandar 1994
spa,Spanish,Q1321,533,1952,el nuevo testamento version biblia libre
spa,Spanish,Q1321,534,222,la biblia hispanoamericana traduccion interconfesional version hispanoamericana
spa,Spanish,Q1321,535,89,la biblia de las americas
spa,Spanish,Q1321,536,197,la biblia la palabra de dios para todos
spa,Spanish,Q1321,537,28,la palabra version hispanoamericana
spa,Spanish,Q1321,538,2664,la santa biblia nueva version internacional simplificada
spa,Spanish,Q1321,539,753,nueva biblia viva
spa,Spanish,Q1321,540,103,nueva biblia de las americas
spa,Spanish,Q1321,541,127,nueva traduccion viviente
spa,Spanish,Q1321,542,128,nueva version internacional espanol
spa,Spanish,Q1321,543,1782,reina valera actualizada
spa,Spanish,Q1321,544,146,reina valera contemporanea
spa,Spanish,Q1321,545,147,reina valera antigua
spa,Spanish,Q1321,546,176,traduccion en lenguaje actual
spa,Spanish,Q1321,547,178,traduccion en lenguaje actual interconfesional
spa_es,Spanish,Q1321,548,442,dios habla hoy con deuterocanonicos version espanola
spa_es,Spanish,Q1321,549,53,dios habla hoy version espanola
spa_es,Spanish,Q1321,550,214,la biblia traduccion interconfesional version espanola
spa_es,Spanish,Q1321,551,210,la palabra version espanola
spa_es,Spanish,Q1321,552,1637,nueva version internacional castellano
srn,Sranan Tongo,Q33989,1784,674,nyun testamenti
sxb,Suba,Q33916,1785,484,endagano empia
tgo,Sudest,Q7675351,1787,1649,toto thovuye loi ghalae
sue,Suena,Q7634386,1788,1206,tua yesu kristora oziga ewanana
ctd,Sukte,Q56357,366,368,tedim bible
suk,Sukuma,Q2638144,1789,1517,bibilia ilagano lya kale 2015
suk,Sukuma,Q2638144,1790,2684,ilagano ipya lya
suk,Sukuma,Q2638144,1791,1512,sukuma new testament 2000
sua,Sulka,Q7636341,1792,1208,e nut ka meer mang ka mokpom to a gunngar
nsm,Sumi,Q3478238,1793,1877,baibel bsi
sun,Sundanese,Q34002,1795,2410,kitab suci
suz,Sunwar,Q56549,2244,789,sunwar
spp,Supyire,Q56284,1801,1145,kile jwumpe semi jwumpe nintanmpe
sgz,Sursurunga,Q36511,1802,1191,hutngin kamkabat si klu
sgz,Sursurunga,Q36511,1803,441,hutngin kamkabat si kalau
sus,Susu,Q33990,1765,893,soso kitaabuie tawureta yabura inyila
sus_ar,Susu,Q33990,2232,1379,ss ktbyy tort ybr aanyl
swh,Swahili,Q3197533,946,2484,agano jipya tafsiri ya kusoma kwa urahisi
swh,Swahili,Q3197533,947,74,biblia habari njema
swh,Swahili,Q3197533,948,393,biblia habari njema
swh,Swahili,Q3197533,949,2144,biblia habari njema toleo la kujifunza
swh,Swahili,Q3197533,950,164,maandiko matakatifu ya mungu yaitwayo biblia
swh,Swahili,Q3197533,951,1627,neno bibilia takatifu 2014
swh,Swahili,Q3197533,952,2729,neno maandiko matakatifu
swh,Swahili,Q3197533,953,1818,swahili revised union version
swh,Swahili,Q3197533,954,1817,swahili revised union version
ssw,Swazi,Q34014,2116,604,siswati 1996 bible
swe,Swedish,Q9027,1804,154,bibel 2000
swe,Swedish,Q9027,1805,417,bibel 2000
swe,Swedish,Q9027,1806,161,karl xii 1873
swe,Swedish,Q9027,1807,33,nya levande bibeln
swe,Swedish,Q9027,1808,166,svenska 1917
swe,Swedish,Q9027,1809,160,svenska folkbibeln
swe,Swedish,Q9027,1810,1223,svenska folkbibeln 2015
swe,Swedish,Q9027,1811,1111,svenska karnbibeln
swe,Swedish,Q9027,1812,542,svenskbibel
swe,Swedish,Q9027,1813,916,nubibeln
syl,Sylheti,Q2044560,1814,1918,siloi asmani kitab latin lipi
syl,Sylheti,Q2044560,1815,1917,
syl_nag,Sylheti,Q2044560,1816,1916,siloi asmani kitab nagri lipi
zat,Tabaa Zapotec,Q7672849,1819,772,xela wezria cube nen salmo ca
tab,Tabasaran,Q34079,1821,2081,tabassaran new testament
tna,Tacana,Q3182551,1824,681,diusu sa mimi
bgs,Tagabawa,Q7675121,1825,1116,kagi ka manama
tgl,Tagalog,Q34057,572,177,ang biblia
tgl,Tagalog,Q34057,573,2196,ang biblia 1905slash 1982
tgl,Tagalog,Q34057,574,2195,ang biblia 2001
tgl,Tagalog,Q34057,575,1264,ang salita ng dios
tgl,Tagalog,Q34057,576,399,magandang balita bible revised
tgl,Tagalog,Q34057,577,2197,magandang balita biblia
tgl,Tagalog,Q34057,578,144,magandang balita biblia 2005
tgj,Tagin,Q46698638,1827,2448,anwnv gamlv
ttq,Tahoua,Q56390,1852,1309,linjil n aysa lmsix
ttq,Tahoua,Q56390,1853,1321,
taw,Tai,Q7675861,1828,910,jisas klays takaw teplep ne
blt,Tai Dam,Q56407,1829,2544,tai dam
dav,Taita,Q2387274,1830,2138,biblia ilagho jiboie kwa wandu wose
tgk,Tajik,Q9260,2200,1477,kitobi muaddas 1992
tgk,Tajik,Q9260,2201,1152,kitobi muaddasi ommafam
tbc,Takia,Q3514336,1831,1468,anut san bilalu foun
nho,Takuu,Q3409818,1832,1552,na taratara teatua i naa taratara takuu
tke,Takwane,Q11030092,1833,1426,bibiliya nadhu a mulugu
tld,Talaud,Q7678964,1834,2898,wuke susi wattiu alalusassa
tlj,Talinga,Q7679530,1835,1797,ndaghaano mpyaka mu lubwisi
taq,Tamasheq,Q4670066,1837,1144,alnzil n isa almasex kitab almuqaddas
tam,Tamil,Q5885,2275,1899,irv 
tam,Tamil,Q5885,2276,2730,2020
tam,Tamil,Q5885,2277,339,o dot v bsi
tml,Tamnim Citak,Q12643315,1838,2899,ai adakam zi are
tpm,Tampulma,Q36590,1839,1804,koosa sem tn fali
nmf,Tangkhul,Q7682992,1840,1545,bsi kathara bible bsi
tgp,Tangoa,Q2410276,1841,1225,retitapu na leon tatangoa
nst,Tangsa,Q56350,1842,2478,hawa naga bible 2001
nst,Tangsa,Q56350,1843,1543,bsi tangsa naga bible bsi
tro,Tarao,Q3515603,1845,1878,akthar trongirhna bsi
rif,Tarifit,Q34174,1846,2807,arifi 2020
cta,Tataltepec Chatino,Q7687853,1847,773,new testament in chatino tataltepec
tat,Tatar,Q25285,2177,1502,izge yazma
tav,Tatuyo,Q2524007,1848,1087,new testament in tatuyo
tsg,Tausug,Q34142,1850,1319,kitab injil
tbo,Tawala,Q7689206,1851,1213,yaubada a wogatala wouna
tyz,Tày,Q2511476,1939,2432,cm po f chao kit m
tbl,Tboli,Q7690594,1854,288,udel dwata gna kesfasad ne lomi kesfasad
maa,Tecóatl Mazatec,Q7692927,1633,832,new testament in mazatec san jeronimo tecoatl
ttc,Tektitek,Q36686,1856,689,te akaj tujal tuj tujal qtata dios
tlf,Telefol,Q7696150,1857,1230,god imi weng
tel,Telugu,Q8097,2278,1895,irv 2019
tel,Telugu,Q8097,2279,1787,bsi ov bible bsi
otn,Tenango Otomi,Q25559589,1859,850,ja ua ra dayo cohi bi gomi oja yo jai
pah,Tenharim,Q10266010,1860,659,tupanaga nhiiga
tex,Tennet,Q56346,1861,2576,zoz ci tamutaddeno tennette
cux,Tepeuxila Cuicatec,Q20527242,1863,831,nduudu ndai yee ndyuus yee cuicateco yee tepeuxila
ted,Tepo Krumen,Q11152243,1864,1317,le nouveau testament en langue kroumen tepo
ttr,Tera,Q56267,1417,2346,mewar alqawarang
ter,Terêna,Q3314742,1865,703,emou ituko oviti
tfr,Teribe,Q36533,1866,682,sbo tjlokwo
twu,Termanu,Q7702572,1867,2903,susula malalaok hehelu palak ma hehelu beuk
teo,Teso,Q29474,1868,436,ebaibuli
tll,Tetela,Q2613465,1869,2685,la bible en otetela bible kekila 1991
nhg,Tetelcingo Nahuatl,Q3450252,1870,767,el nuevo testamento en nahuatl de tetelcingo
tet,Tetum,Q34125,1871,1401,maromak manfatin
cut,Teutila Cuicatec,Q12953453,1872,843,el nuevo testamento cuicateco de teutila
zpz,Texmelucan Zapotec,Q7708357,1874,728,de riidz ni trat cub nu bicy nu ngyoozh mbecy salmos proverbios
mxb,Tezoatlán Mixtec,Q3317286,1875,711,tuti yo o kuu toon ndios ta xio na kuenda saa jesus
tcz,Thadou,Q6583558,1876,1879,pathen thutheng bu bsi
tha,Thai,Q9217,2290,2046,1940
tha,Thai,Q9217,2291,203,erv 
tha,Thai,Q9217,2292,179,
tha,Thai,Q9217,2293,2744,ntv
tha,Thai,Q9217,2294,175,kjv
tha,Thai,Q9217,2295,275,1971
thk,Tharaka,Q15407179,1878,2206,kiriikaniro kiiyeru
tca,Ticuna,Q1815205,1879,289,tupanaaru ore i toru cori ya ngechuchu ya cristuchiga
tif,Tifal,Q11732691,1880,1647,god ami alokso weng
nza,Tigon,Q36518,1881,1989,srakada mbchu epokwre
txq,Tii,Q7801784,1882,1554,rote tii new testament and genesis
xtd,Tilantongo Mixtec,Q7802048,485,719,new testament in mixtec diuxi tilantongo
tim,Timbe,Q7804599,1883,1211,yusugat pat alep den
tih,Timugon,Q7807680,1276,99,tanou moonsoi timugon
tpz,Tinputz,Q3529205,1884,1218,soe a toto
tiy,Tiruray,Q7809425,1885,1266,i fiyowe uret
tiv,Tiv,Q34131,1886,2575,icighan bibilo
tpt,Tlachichilco Tepehua,Q56330,1887,709,ixchivinti dios ni sasti chivinti yu dios jatatamakaul ixlapanakni laka lhimasipijni
mxp,Tlahuitoltepec Mixe,Q7810697,1888,743,new testament in mixe tlahuitoltepec
tob,Toba Qom,Q3113756,1889,574,laaqtaqa nim lo onatac enauacna
tob,Toba Qom,Q3113756,1890,482,nuevo testamento toba sombrero negro
tob,Toba Qom,Q3113756,1891,1510,nuevo testamento toba sur
tlb,Tobelo,Q1142333,1893,2897,ma jou ai buku o abari ma oa
kgf,Tobo-Kube,Q11732359,993,1301,sisipac ac elia
toj,Tojolab'al,Q36762,1895,1381,ja yajcachil testamento sbaj ja cajualtic jesucristo
toj,Tojolab'al,Q36762,1896,844,ja yajcachil testamento sbaj ja cajualtic jesucristo
jic,Tol,Q3178609,1897,249,dios tjevele jupj usus la qjuisiji jesucristo mpes
tom,Tombulu,Q3531199,1899,2748,taaz weru witu u nunuwuen tombulu
toh,Tonga,Q7820988,651,2901,bhibhiliya nya guage
toh,Tonga,Q7820988,652,2900,bhibhiliya nya guage
toi,Tonga,Q34101,2104,984,ibbaibele 1963
ton,Tongan,Q34094,2114,1307,ko e tohitapu katoa
ton,Tongan,Q34094,2115,1070,ko e fuakava foou ko e taulua
tnt,Tontemboan,Q3531666,1900,2747,en taar weru a nunuwu e tontemboan
sda,Toraja-Sa’dan,Q36673,1901,159,sura madatu
tcs,Torres Strait Creole,Q36648,1902,1400,baibol tores streit yumplatok
mto,Totontepec Mixe,Q7828400,1237,723,yaa tsee je nam kojtstan juu vee je nteyam xyaktaajnjimdu je nmaj vintsanamda jesucristo kajx
cof,Tsachila,Q2567055,398,565,diosichi pila
tsw,Tsishingini,Q13123571,1908,429,nzuwulai n saavu na tsishingini na aiva a na a angulai a nzuwulai mu ufaru
tso,Tsonga,Q34327,2042,184,bibele mahungu lamanene
tso,Tsonga,Q34327,2044,607,xitsonga bibele
tsu,Tsou,Q716681,1909,2362,buacou seiso no faeva esvt
tsc,Tswa,Q2085051,1910,2902,tshwa bible
tsn,Tswana,Q34137,1703,278,baebele e e boitshepo
tsn,Tswana,Q34137,1704,2608,bibela ea boitsepho 1890 sechuana tlhaping moffatt bible
tsn,Tswana,Q34137,1705,1615,lefoko la botshelo kgolagano e ntsha
tsn,Tswana,Q34137,1706,185,setswana 1970
tuo,Tucano,Q3541834,1911,694,o ak h yeere uukri turi tukano
tuo,Tucano,Q3541834,1912,1572,oac yere ucr turi
tul,Tula,Q3914907,958,1920,bwaki kifwiyang
iou,Tuma-Irumu,Q7852460,1913,866,anutu tao man
tum,Tumbuka,Q34138,1914,1961,new tumbuka bible
sil,Tumulung Sisaala,Q25383006,1742,2553,yesu kiristito wu z ghana
lcm,Tungag,Q3542085,1916,999,akus ro na palatung tanginang ani iesu karisto
aeb,Tunisian Arabic,Q56240,2226,1304,laahd lgdyd blaarby ltonsy
tui,Tupuri,Q36646,1917,892,le bible en tupurri
tuv,Turkana,Q36958,1918,2657,abibilia ngakiro naajokak
tur,Turkish,Q256,1942,170,kutsal kitap yeni ceviri 2001 2008
tur,Turkish,Q256,1943,2308,kutsal kitap ve deuterokanonik kitaplar
tur,Turkish,Q256,1944,2028,turkish bible old translation 1941
tur,Turkish,Q256,1945,2091,kiril harflerijle tyurkche kutsal kitap
tuk,Turkmen,Q9267,1940,1851,mukaddes kitap
tuk,Turkmen,Q9267,1941,1937,mukaddes kitap
tuk_arb,Turkmen,Q9267,2229,1719,mkds tb
rim,Turu,Q7193418,941,301,kirimi new testament
tvt,Tutsa,Q7856987,1919,2449,esa leedap ena banlam
tvl,Tuvaluan,Q34055,1920,2440,tapu te tusi tapu i te gana tuvalu lomiga lua
tyv,Tuvan,Q34119,2178,1520,ydyktyg bibliya
ifk,Tuwali,Q7857158,1921,2123,nan kalin apu dios
tue,Tuyuca,Q2520538,1923,686,coamac meca wedesei
twi,Twi,Q36850,1924,1631,akuapem twi nkwa asm
twi,Twi,Q36850,1925,2094,asante twi nkwa asm
twi,Twi,Q36850,1926,1861,new revised asante twi bible
twi,Twi,Q36850,1927,1461,twer kronkron
kcg,Tyap,Q3912765,1928,1921,alyiat agwaza na din tyap alikauli afai
tzh,Tzeltal,Q36808,1931,361,bible in tzeltal bachajon
tzh,Tzeltal,Q36808,1932,363,bible in tzeltal de oxchuc y tenejapa
tzh,Tzeltal,Q36808,1933,2132,nuevo testamento tzeltal de amatenango
tzo,Tzotzil,Q36809,1934,757,ach testamento ja scoplal ti ja cajcoltavanejtic li cajvaltic jesucristoe
tzo,Tzotzil,Q36809,1935,334,bible in tzotzil de chamula
tzo,Tzotzil,Q36809,1936,382,bible in tzotzil de chenalho with deuterocanon
tzo,Tzotzil,Q36809,1937,837,ja ti ach testamento ja scopilal ti jesucristoe ja ti jcoltavanej cuuntique el nuevo testamento de nuestro senor jesucristo en tzotzil de huixtan
tzo,Tzotzil,Q36809,1938,279,scop riox ja li yaloj ti chac jcuxlejaltic ta sbatel osli ti cajvaltic jesucristoe
tzj,Tz’utujil,Q36941,1929,690,cac chuminem
tzj,Tz’utujil,Q36941,1930,687,ja caca chominem
aoz,Uab Meto,Q3441962,1947,2837,sulat knino beno alekot
ubr,Ubir,Q3547642,1949,1242,god an dura bobaibasit boboun
cpb,Ucayali–Yurúa Ashéninka,Q3501858,1950,569,kameethari naantsi ikenkitha takoitziri awinkatharite jesucristo owakerari aapatziya wakagaantsi
udi,Udi,Q36867,1951,2499,udi
udu,Uduk,Q3182573,1952,917,uduk new teatament and ot portions
ukr,Ukrainian,Q8798,2180,186,bibliya v per ivana ogiyenka 1962
ukr,Ukrainian,Q8798,2181,188,bibliya v per p dot k ulisha ta i dot p ulyuya 1905
ukr,Ukrainian,Q8798,2182,1755,pereklad r turkonyaka
ukr,Ukrainian,Q8798,2183,204,svyata bibliya suchasnoyu movoyu
ppk,Uma,Q7881036,1954,2885,buku tomoroli pojanci to bou
gdn,Umanakaina,Q7881084,1955,962,iya yonai
ubu,Umbu-Ungu,Q12953245,1956,1234,pulu yemonga ungu kondemo
ubu,Umbu-Ungu,Q12953245,1957,1251,pulu yemonga ungu kondemo
ubu,Umbu-Ungu,Q12953245,1958,1417,pulu yemonga ungu kondemo pulu yemone nimbe panjipe mi lerimu ungu kondemo
umb,Umbundu,Q36983,1959,2686,embimbiliya biblia sagrada em umbundu
due,Umiray Dumaget,Q7881585,1960,1339,i bowon a pagpakikasungdu
dna,Upper Grand Valley Dani,Q12952361,1962,2850,allah nen wene ngget mende warogo wokninakike wene
tku,Upper Necaxa Totonac,Q56343,1963,729,xasasti testamento xatze tachihuin ixpalacata jesucristo
ura,Urarina,Q1579560,1968,692,cana coaunera ere
urt,Urat,Q3502084,1969,1475,urat new testament
urd_rom,Urdu,Q1617,1970,1553,injil i muqaddas 1955
urd_rom,Urdu,Q1617,1971,1887,roman urdu geo bible
urd,Urdu,Q1617,2211,189,urdu standard version
urd,Urdu,Q1617,2212,187,rdo go orn
urd_dv,Urdu,Q1617,2242,1885,irv 2019
urd_dv,Urdu,Q1617,2243,481,
urh,Urhobo,Q36663,1973,2616,baibol fuanfon na r ph r awanre kugbe ph kpokp
uvh,Uri,Q7900540,1974,1650,anutuning midi totangka ingani
urb,Urubú-Kaapor,Q13893353,1977,688,tupa je ha
wnu,Usan,Q7901709,1978,1474,qenu qob uber
usa,Usarufa,Q7901714,1979,1233,augen anona anonaimma
cuc,Usila Chinantec,Q7901979,1980,769,jau hm iratya nei quieh re jesucristo quian 
usp,Uspantek,Q36728,1981,684,loklaj jyolj kakaj dios
uig_cyr,Uyghur,Q13263,2179,1224,aziri zaman ujurch trimisi
uig,Uyghur,Q13263,2210,453,zrk zmn yghr trgms
vag,Vagla,Q36637,1982,1938,kraawiizi h vagla
vap,Vaiphei,Q56368,1983,1062,pathian lekhabu thiangtho
ven,Venda,Q32704,1906,280,bivhili khethwa mafhungo madifha
bav,Vengo,Q34885,1985,1742,yigis nwi mkee mfim ma gha veoo
vid,Vidunda,Q7928151,371,1221,ilagano lya katali ilagano linyale kwa wanhu wengha
vie,Vietnamese,Q9199,2117,449,kinh thanh bn dch mi
vie,Vietnamese,Q9199,2118,1638,kinh thanh hin dji
vie,Vietnamese,Q9199,2119,193,kinh thanh ting vit 1925
vie,Vietnamese,Q9199,2120,151,kinh thanh ting vit bn hiu djinh 2010
vie,Vietnamese,Q9199,2121,19,kinh thanh ting vit bn dch 2011
vie,Vietnamese,Q9199,2122,205,thanh kinh bn ph thong
rmy_fr,Vlax Romani,Q2669199,1582,1425,e nevi viasta o psalmo 2004
rmy_ch,Vlax Romani,Q2669199,1591,391,nuevo testamento romane 2007
wbm,Vo,Q12644869,1992,325,wa common language translation
vun,Vunjo,Q12953261,956,1812,kivunjo new testament 1999
vut,Vute,Q36897,1990,887,le nouveau testament en langue vute
wbi,Vwanji,Q3376818,1991,2395,lfingo lpia
waj,Waffa,Q3565058,1994,1253,karaasa yeena rau kioo kuaivovee
whk,Wahau Kenyah,Q7959737,1996,918,kenyah new testament
knv,Waia,Q7959888,1822,959,godokono hido tabo
knv,Waia,Q7959888,1823,989,nupela testamen long tokples tabo fly river long niugini
rro,Waima,Q34197,1997,1472,abi uai apauana mahamahana
bao,Waimajã,Q2883738,1998,231,umreco pac wederique
lgl,Wala,Q3565284,1999,1905,alafuuna faalu ala saena i wala
wls,Wallisian,Q36979,2000,2720,ko te tohi tapu i te fakauvea
cou,Wamey,Q36935,2002,2254,vikereh vikasek wen ge wapegwala
gvc,Wanano,Q3566001,666,1056,cohamac yare yahari tjuel
nnp,Wancho,Q7967085,2003,1064,otsao baibel
mfi,Wandala,Q3441249,2004,1788,wakita a dadaamiya wandala
wno,Wano,Q3566166,2007,2906,obeelom wone mbanak
wnc,Wantoat,Q7968184,2008,1470,nupela testamen
auc,Waorani,Q758570,2009,230,waengongui nano apaenegaino
wap,Wapishana,Q3450493,2010,451,kaimanao tominkaru paradan
war,Waray,Q34279,2011,2198,samarenyo meaning based bible 1984
wrs,Waris,Q3502610,2012,1469,sesoana besal nemelmoa walsana moana
wbp,Warlpiri,Q1639998,2013,1355,warlpiri bible 2014
oym,Wayampi,Q7975842,2014,1352,janejaree ayvukwera
qvw,Waylla Wanka,Q65659285,1554,267,mushu limalicuy
guc,Wayuu,Q891085,2015,1584,tu nuchikimaajatkat jesucristo
cym,Welsh,Q9309,410,394,beibl cymraeg newydd diwygiedig 2004
cym,Welsh,Q9309,411,221,beibl cymraeg newydd diwygiedig yn cynnwys yr apocryffa 2004
cym,Welsh,Q9309,412,287,beibl william morgan argraffiad 1955
cym,Welsh,Q9309,413,2101,beibl william morgan yn cynnwys yr apocryffa argraffiad 1959
cym,Welsh,Q9309,414,2737,cyfieithiad briscoe 1853 94 test newydd a rhannau or hen dest dot 
cym,Welsh,Q9309,420,1781,testament newydd salesbury argraffiad 1850
cym,Welsh,Q9309,421,2000,testament newydd ar salmau salesbury 1567
cym,Welsh,Q9309,422,2618,y ffordd newydd 4 efengyl mewn cymraeg byw 1971
cym,Welsh,Q9309,423,329,beibl dot n et 2015 2019
wer,Weri,Q11732752,2018,1289,ngonen pepewer
nnd,West Ambae,Q2841479,715,2569,a leo kokona noi god a leo harikiana karagwa
akh,West Angal,Q10950354,129,988,angal heneng mbuk ngaoran angal bib hobau sao ngo wi o
kew,West Kewa,Q12952619,2019,929,gotena epe agaa
apw,Western Apache,Q28060,2020,573,the new testament of our lord and saviour jesus christ
hyw,Western Armenian,Q180945,2203,1987,western armenian new testament 1853
hyw,Western Armenian,Q180945,2205,194,2017
gnw,Western Bolivian Guaraní,Q3775037,672,1739,biblia
gnw,Western Bolivian Guaraní,Q3775037,673,606,nuevo testamento guarani pe
mbb,Western Bukidnon,Q7987643,2022,1313,is begu he paagi ang pulong sa dios
dnw,Western Dani,Q7987774,2023,2853,ala wone peenok peebi mbanak
ctp,Western Highland Chatino,Q32861734,2024,730,cha suwe nu nchkwi cha in jesucristo nu nka xnaan
pua,Western Highland Purepecha,Q16114351,2025,549,diosiri karakata purheepecha jimbo
nhw,Western Huasteca Nahuatl,Q2678840,2026,748,icamanal toteco santa biblia
kyu,Western Kayah,Q12952596,893,1432,lisse athe kay ngo
kyu,Western Kayah,Q12952596,894,345,
krw,Western Krahn,Q10975611,2028,2435,kuo delee
fuh,Western Niger Fulfulde,Q12952430,602,1032,fulfulfe burkina dewtere laamo amaana keso
fuh,Western Niger Fulfulde,Q12952430,603,2380,ko woni amaana keso
kjl,Western Parbate Kham,Q22237017,909,2495,
pne,Western Penan,Q12953808,1355,134,rengah jian
